COF_ID,SMILES,Topology,Dimensionality,Functional_Groups,Surface_Area_m2g,Pore_Volume_cm3g,Density_gcm3,Pore_Size_Angstrom,Porosity_fraction,Thermal_Stability_C,Bandgap_eV,Charge_Mobility_cm2Vs,CO2_Uptake_mmolg,CH4_Uptake_mmolg,H2_Uptake_mmolg,CO2_CH4_Selectivity,CO2_N2_Selectivity,SOx_Stability_Score,NOx_Stability_Score,H2O_Stability_Score,C_Content_percent,H_Content_percent,N_Content_percent,O_Content_percent,Other_Content_percent,IR_Peaks_cm1,IR_Intensities,Raman_Peaks_cm1,Raman_Intensities,PXRD_Peaks_2theta,PXRD_Intensities,Discovery_Year,Patent_Status,Novelty_Score
COF_0392,c1ccc(cc1)O,sql,2D,CF3;NH2,4344.482458507597,0.5448699539408849,0.8653663288254844,44.97642351426548,0.5660267669956232,477.5398107605873,1.3643802996999366,0.864187938650869,17.411580087005234,7.141643726076544,4.2488105403308145,2.1999232537555384,45.83013942411213,0.3649026885860159,0.337462706904013,0.2450572174883824,57.38125489725094,5.741172457165972,14.02330474465277,6.73482158172764,16.11944631920268,"1094.6,1160.8,2619.9,3182.6","0.94,0.72,0.88,0.64","311.6,751.1,769.4,930.6","0.94,0.26,0.82,0.52","2.18,2.65,2.85,4.53,5.03,7.60,13.64,19.66,20.74,31.38,34.86","0.25,0.60,0.40,0.42,0.86,0.99,0.57,0.46,0.95,0.60,0.78",2008,No,0.3417741529590679
COF_0393,c1ccncc1,bor,2D,CF3;SO3H;NH2,3016.7543402605456,1.405551121235169,0.7197287457315024,13.456106460018882,0.4192853129477159,380.2856353805125,1.9569187862928132,2.445141734517961,13.888713056266877,4.932770245878531,4.450701507777025,3.666880684229451,49.8847327199297,0.5126805255288515,0.5753488915815533,0.436069629721974,61.20420141835134,3.5280732369874777,14.07825075702637,12.472904088880346,8.716570498754479,"1308.9,1490.2,2239.6","0.42,0.63,0.77","986.8,1192.9,1249.3,1505.2,1547.5,1913.9","0.89,0.70,0.90,0.44,0.31,0.86","7.45,12.74,17.37,22.05,24.38,25.53,29.57,37.78","0.23,0.37,0.26,0.51,0.87,0.50,0.87,0.73",2013,No,0.4105439814465101
COF_0394,c1ccc(cc1)O,bor,2D,F;SO3H;COOH,4307.891110841413,0.3411704049787762,0.8711793726218159,9.088128469220615,0.4712025556489904,402.7265820024293,3.2741506902442,1.1572540550878083,19.880168961839292,7.676147012855193,4.607922626709109,2.7663811526741573,43.968012637281475,0.4536740925918217,0.4758528197439539,0.3763522686351833,71.75135732161714,5.706222785126483,19.330635917103763,9.269272383704578,0.0,"878.0,1800.4,2206.4,2213.2,2446.4,2908.3,2915.3","0.97,0.33,0.63,0.46,0.62,0.64,0.27","363.2,735.1,1342.1,1585.0","0.72,0.31,0.74,0.25","4.80,6.25,13.45,24.84,30.82,32.60,39.92","0.99,0.45,0.33,0.79,0.42,0.97,0.99",2009,No,0.3958389900035788
COF_0395,c1ccc(cc1)C(F)(F)F,bor,2D,CF3;SO3H;NO2,2343.356417532402,1.8432297220022096,0.5983233990789606,39.58465459288094,0.5062251317566441,319.9005680107419,2.430707092535771,1.3938874281109233,10.535964505951448,5.421256430589185,3.4564891453187787,1.557939180282207,35.436957604471054,0.3148980254188837,0.3683935418011707,0.5009250398702635,70.04443843528752,6.053243987780403,6.66749751763906,2.532944903894442,14.701875155398568,"2193.8,2227.9,2274.4,2368.0,2450.1,2959.6","0.90,0.39,0.41,0.30,0.86,0.53","463.3,529.7,794.1","0.47,0.23,0.55","2.48,6.11,14.87,15.40,16.35,16.87,21.35,22.43,33.14","0.94,0.24,0.56,0.41,0.92,0.28,0.53,0.53,0.91",2009,No,0.5457732041324296
COF_0396,c1ccccc1,dia,2D,NH2,2036.914297223054,1.2637612230654958,0.4339440724443639,29.159510153290356,0.5802608876755011,511.4417732584779,1.7975526256944994,2.1296956274210825,9.766210155521236,4.497451387116654,2.2527969659946727,1.0489252775701905,37.32099214764426,0.5494673909478018,0.6973683223118583,0.6350085489589341,66.16599534742609,5.549498988639366,15.755409443271214,5.057739414757079,7.47135680590624,"886.7,1782.4,2301.4","0.55,0.82,0.60","265.5,602.2,665.8,886.0,1133.7,1309.6,1443.2,1725.0","0.70,0.54,0.90,0.62,0.23,0.38,0.56,0.76","14.11,22.23,39.10","0.22,0.91,0.83",2014,Yes,0.3046976792874919
COF_0397,c1ccc(cc1)N,pts,3D,F,944.3596447062332,1.13619012417078,0.8998484541747931,34.32188743566335,0.4816287270292613,497.7264248441261,3.421748712042544,1.7133592577961696,3.393884669938058,1.943176499182536,1.8338765995361743,1.8757688500109764,9.208087989429462,0.6241288644503441,0.6613099289327935,0.5223070848735204,71.75438486270754,4.262499254099905,16.21785828378441,5.923178632618046,1.8420789667900976,"1635.8,1943.3,2708.4","0.50,0.60,0.72","409.3,1492.5,1627.5","0.32,0.95,0.45","6.85,7.41,12.50,16.31,22.03,38.44","0.79,0.24,0.39,0.87,0.89,0.50",2011,Yes,0.6824940487632044
COF_0398,c1ccc(cc1)N,hcb,2D,COOH,3773.216910117048,1.843363234605736,0.3729309157580752,7.69173250011955,0.595542707689268,384.766408830423,3.220479072005997,1.596584042601376,16.034196820000776,6.272514695083188,4.054116270740851,1.946489257766388,24.55899976898136,0.6136516936186375,0.6020619040407713,0.4588199332115934,59.909109652211534,4.880163367195517,15.488222557211325,6.0395673983265885,13.68293702505504,"957.7,1252.2,1918.9,3274.4","0.50,0.53,0.37,0.32","278.0,641.2,724.0,783.7,905.5,1471.1,1502.9,1870.5","0.86,0.67,0.46,0.45,0.30,0.95,0.71,0.22","7.61,7.64,11.50,12.75,25.48,27.18,30.16,33.34,33.49,36.24,39.97","0.74,0.61,0.96,0.85,0.75,0.87,0.51,0.75,0.35,0.99,0.67",2018,No,0.4830379653404882
COF_0399,c1ccc(cc1)N,hcb,3D,COOH,320.1527677972728,0.1472264588853112,0.5887178756254214,12.79294649779728,0.7175955489356985,273.7834317622431,3.060466734303602,1.1741159991056114,0.5,1.553535377540897,0.1,1.214130890199539,10.777789197394942,0.7627283186067886,0.7312986940557463,0.6534898790390526,71.61559065573837,6.3122331322760115,12.91957264712549,3.35431494260409,5.798288622256038,"811.7,813.4,1365.7,1400.9,1466.3,2916.6","0.26,0.56,0.53,0.35,0.97,0.68","202.2,778.0,849.3,1452.0","0.25,0.70,0.61,0.55","7.25,27.66,37.23","0.67,0.89,0.92",2021,No,0.5448092809589551
COF_0400,c1ccc(cc1)O,pts,3D,NO2;SO3H,396.1701870694208,2.0048685470039347,1.0308739761910215,24.870485979124147,0.7302981087654942,285.3728587702958,1.3964930151038235,1.8630508148869451,5.977945070034979,2.6346386489119418,1.636370984503511,2.75840175761076,42.494603817686155,0.53762581170214,0.5729239589146377,0.6584014553433706,62.8930125399733,3.5728353316316843,9.82477607454368,4.200373814652595,19.50900223919875,"853.1,1924.4,2076.9,2772.2,2875.2,3015.2,3128.1","0.43,0.24,0.74,0.72,0.84,0.69,0.33","361.2,1509.0,1776.8,1847.4,1865.9","0.92,0.82,0.62,0.68,0.70","6.38,9.34,21.27,21.89,38.67","0.50,0.33,0.53,0.44,0.27",2013,No,0.4999035591793562
COF_0401,c1ccccc1,sql,3D,NH2;OH;F,3007.393201638263,2.758066826274153,0.866506861531592,7.836298336530225,0.3592332658328765,380.61661682479064,2.308650323363476,1.2398857797498006,15.363653941027046,7.270400443027207,3.8061107350132986,2.198368301829564,44.607548333173874,0.351303170315331,0.3341161388592067,0.2036361233420767,70.56563258023532,2.291257979790271,6.656698410077302,7.648332841664871,12.838078188232243,"1312.1,3356.0,3410.5,3472.2","0.75,0.53,0.79,0.92","324.7,366.7,714.6","0.60,0.77,0.80","4.49,12.71,13.47,16.26,16.48,27.18,30.05,31.63,33.10,39.23,39.75","0.98,0.25,0.20,0.87,0.28,0.27,0.93,0.26,0.29,0.66,0.81",2022,No,0.6450428724626138
COF_0402,c1ccccc1,sql,3D,COOH;SO3H,3849.351194646199,1.491491761179211,1.2778793547183267,13.642869306934916,0.326476089742562,526.9976604397216,2.0707570351450793,0.7786005580862178,15.598193752930252,6.865788799579915,5.2873581986889455,2.3058669406222565,18.681775785075388,0.6478397275956665,0.7238593128142236,0.514900193241955,69.112052324574,3.973804928676069,5.5876056062328585,13.81315881455831,7.513378325958769,"2328.2,3077.1,3290.1","0.30,0.30,0.30","574.7,688.7,738.0,965.3,1244.7,1598.1","0.37,0.71,0.54,0.21,0.22,0.58","20.49,22.43,23.54","0.59,0.54,0.78",2014,No,0.4221605988338311
COF_0403,c1ccncc1,srs,2D,NH2;SO3H,3505.733584465107,1.4794036633841694,1.247348961763162,31.834458203456965,0.4750833183345974,423.85931966342014,1.9682703290245904,0.6121334912772087,15.056603636792182,7.025225475172569,5.238280343828321,2.528403213211312,43.68865530476924,0.5825361657006034,0.7001349558154605,0.5721513887677895,59.43373482612961,6.673146093713899,9.94960006186503,4.2338939762829675,19.709625042008497,"1163.6,1387.2,1828.7,2008.4,2209.8,2808.3,3267.2","0.91,0.53,0.69,0.35,0.32,0.84,0.54","845.3,1000.0,1064.9,1644.0,1819.1,1828.1","0.39,0.46,0.48,0.93,1.00,0.82","12.02,30.35,35.07","0.91,0.49,0.35",2011,Yes,0.5151876581519025
COF_0404,c1cc2ccccc2n1,ftw,3D,OH;F,2469.782526214034,1.004681628702235,1.1888421900669064,22.74848468290309,0.5924718864258496,221.78460031192495,1.9525258779975896,4.013290821048943,12.303776922307396,3.913067944985295,2.231532112732462,3.102127799805261,16.556133967036367,0.5355849329702326,0.5620959108773341,0.3994395337817403,66.96199082150997,3.633090585058249,7.746135860296337,12.526636774617351,9.13214595851808,"2147.4,2217.1,2853.4,3072.8,3373.5","0.26,0.46,0.27,0.99,0.38","403.1,1150.8,1191.8,1223.8,1729.4,1848.8","0.93,0.31,0.53,0.27,0.29,0.92","7.93,12.42,22.67","0.38,0.66,0.50",2007,No,0.902601384857793
COF_0405,c1ccncc1,ftw,2D,OH;NO2,1441.7480212483658,2.5712981932122148,0.6151749978397646,33.710925378325605,0.6137321785412713,451.5443938604396,2.8805875847530573,2.501312165082229,9.322545182994206,2.741593254842601,2.7768088008959566,2.314923781624119,13.366266230468131,0.615500437214158,0.6193776853127437,0.4831006276412699,72.67306677659823,2.3939310460173746,16.775567837996,13.644389818387328,0.0,"861.8,935.5,1085.0,1438.0,1964.1,2456.7","0.54,0.35,0.83,0.30,0.93,0.67","711.7,754.3,1010.0,1511.2,1933.4","0.59,0.31,0.28,0.78,0.39","2.39,3.09,8.25,8.61,13.23,16.04,27.74,30.75,35.05,36.02","0.39,0.21,0.44,0.77,0.97,0.45,0.39,0.91,0.88,0.46",2022,No,0.4814844418874245
COF_0406,c1ccccc1,srs,3D,F;OH;CN,1925.0058895652212,2.7541234535565864,0.8730366318849015,25.553989740808657,0.4730266604962683,377.6290019441193,3.284126579078257,1.850823001965164,11.892868464715944,4.387619972611273,3.517374245899795,1.7913159341142229,30.8218442015186,0.6413240340577069,0.5740679932948883,0.4222748574018894,70.79101203159533,3.2974385368792647,17.248325360607744,5.4533026629441235,3.209921407973539,"1093.8,1120.6,1218.0,1663.5,3461.3","0.45,0.23,0.61,0.37,0.62","218.7,681.5,792.6,1048.9,1311.5,1357.6,1747.8,1854.4","0.33,0.28,0.24,0.77,0.35,0.87,0.41,0.23","2.44,3.75,14.78,16.07,19.71,21.69,23.82,24.78","0.91,0.37,0.94,0.28,0.86,0.87,0.41,0.97",2009,No,0.6014715042407185
COF_0407,c1cc2ccccc2n1,srs,2D,COOH;F,1609.6343633524457,1.6470400720257312,0.383149506211499,18.06914762350025,0.694047249719525,335.3520901071042,2.448794637879587,1.060638805134067,10.442690816661148,2.8629636933679583,2.1435518762001236,4.035285633150809,15.89979396486166,0.5832837013214834,0.6523356349750645,0.5170674436836644,65.26813468020866,2.5695285778815418,14.736554522968996,7.805243041442986,9.620539177497804,"1047.2,1754.1,2128.7,3385.5","0.73,0.28,0.86,0.46","1150.9,1330.6,1800.4","0.96,0.63,0.71","5.81,17.32,26.33,27.49,28.91,29.58,30.34,32.75,35.30","0.43,0.52,0.84,0.71,0.45,0.38,0.97,0.27,0.20",2010,No,0.4823614221044093
COF_0408,c1ccccc1,ftw,3D,F;COOH;NH2,3521.356958921804,0.889795525515129,0.7098457961288717,30.66860962623556,0.4173026233351576,414.46010010593506,3.2730572988679514,1.793802168247392,18.09577764389974,5.305566950814349,3.056918320693681,4.124572781141934,30.43720432162548,0.4159205622439131,0.3702103586311217,0.3251970662363668,57.241704318130175,5.99971282519933,8.975586342417841,2.6895689737568804,25.09342754049578,"2796.6,2982.9,3451.9","0.35,0.44,0.69","484.7,545.3,566.4,567.6,646.9,1158.9,1377.3,1700.1,1916.0","0.68,0.71,0.96,0.38,0.20,0.68,0.61,0.58,0.25","3.04,8.26,8.31,13.99,18.75,20.66,37.79","0.82,0.31,0.42,0.56,0.95,0.35,0.94",2024,No,0.790843554883425
COF_0409,c1ccc2ccccc2c1,srs,2D,F,1215.6639393122136,0.1158289773270596,1.168779715419397,16.839619811031753,0.6263995878191092,267.85741419916326,1.699243561899319,1.6686264338447312,7.864902400822402,0.4465725618498517,0.650551842355413,17.031757310673715,24.10144258320273,0.4274904376495154,0.4404226589759875,0.4914612657651383,60.94277239135934,2.7501112492720967,9.367670971233728,9.54119518736504,17.39825020076981,"904.4,923.4,993.1,1331.6,1718.1,2132.8,2964.2","0.59,0.40,0.75,0.72,0.63,0.48,0.88","385.9,954.3,1028.3,1280.4,1354.8,1406.4,1661.5,1714.6","0.96,0.51,0.87,0.94,0.59,0.78,0.50,0.33","2.23,5.20,11.62,14.79,18.54,18.71,19.83,20.67,28.66,30.80,37.08","0.39,0.37,0.48,0.34,0.25,0.36,0.88,0.84,0.55,0.90,0.39",2017,No,0.3416167758179577
COF_0410,c1cc2ccccc2n1,srs,3D,F,3489.2099973793197,1.4929020577987946,0.399611338586036,23.689295292391257,0.3732380192867753,523.252204905796,2.0693985901990084,6.197109410566885,15.039127236706058,6.6849254177251485,5.111258817239636,1.9232394820015497,15.116762326525944,0.6083123193394351,0.5742458306095917,0.696028828745546,59.05397816700421,2.84786228265921,6.360119759194235,12.371910052123196,19.366129739019144,"1250.8,1539.9,1801.7,1849.0,3366.7","0.39,0.60,0.43,0.61,0.74","408.6,570.1,1176.4,1478.3","0.36,0.27,0.62,0.46","6.15,15.92,17.65,20.63,32.74","0.24,0.52,0.28,0.28,0.52",2011,No,0.5553188815070754
COF_0411,c1ccncc1,hcb,3D,CF3;NO2,2634.706763409663,1.7242492547041668,1.1450511343392182,42.46961717254899,0.6945300315779367,494.2563758355074,1.108805589355198,1.1723657091580162,12.665605223125503,5.450332406755461,4.516063663173286,2.798539359598214,21.51764097579364,0.7722639987652467,0.7570722753251126,0.712047427368729,59.32270357350581,3.5595438139316187,11.586199795066836,5.533723052150733,19.997829765345003,"909.6,1427.5,1806.4,2451.3,3015.3","0.91,0.85,0.66,0.57,0.72","457.3,648.0,926.1,1140.3,1384.7,1701.7,1749.3,1826.2","0.72,0.27,0.95,0.83,0.36,0.71,0.81,0.37","3.21,11.17,22.63,23.81,30.96,32.63,38.55","0.42,0.92,0.39,0.26,0.33,0.87,0.53",2011,No,0.5792955494631841
COF_0412,c1ccc(cc1)N,hcb,2D,NH2;NO2,2917.9520475957656,2.488795992276748,1.189007135755917,13.972956748647798,0.4088234686042609,346.3146463295296,1.413427110423915,5.441684503372292,15.55348190935856,6.282013061345479,3.768226074358103,3.172650916484274,42.281896162533386,0.3564854526280738,0.2704054396119517,0.2378970565862032,69.90467706113978,4.137340727599388,17.60207246584924,8.899905352015299,0.0,"838.9,946.6,1115.1,1503.5,1799.9,1814.3,2755.3","0.96,0.35,0.86,0.97,0.63,0.62,0.49","756.0,1106.8,1637.5","0.52,0.97,0.36","2.85,4.18,15.40,26.76","0.75,0.46,0.73,0.73",2016,Yes,0.7596413807766705
COF_0413,c1ccc(cc1)C#N,pts,3D,SO3H;CF3,1639.9655425787114,1.8718912503691263,0.4849611549646789,32.01958482438459,0.553047825690648,407.3782490307075,2.672484659814553,0.4225387327137458,9.49650669710478,3.4069565596088704,1.9364751265785856,2.6864145215897164,14.361650074911276,0.7347315195845352,0.6882873815351688,0.7684910336022169,64.196300473386,5.625821834645029,19.27604952634807,6.729782274783574,4.172045890837325,"917.7,1129.5,1759.3,2600.5,2705.1,2768.0,3424.7","0.28,0.30,0.54,0.43,0.85,0.58,0.59","671.4,996.4,1728.8","0.21,0.90,0.63","9.30,10.10,13.08,15.36,27.40,33.47","0.65,0.49,0.60,0.70,0.91,0.35",2019,No,0.6354729088440023
COF_0414,c1ccc2ccccc2c1,pts,3D,CN;F;CF3,2391.5356242333987,2.6972835028303748,0.5446164890507903,8.624420834855702,0.4522794167801442,538.761587364033,2.255023094953383,1.2650939218606367,14.892169444017217,5.656653511123802,3.629448714850123,3.070433767122076,44.36273130124146,0.3669480862316845,0.2494190032583243,0.3148572532095995,74.69599114338679,2.358899916681401,11.704329301709766,10.072846012836298,1.167933625385757,"1413.8,2461.0,3153.7","0.84,0.80,0.88","545.5,599.4,650.1,936.8,969.1,1338.2,1487.2","0.71,0.54,0.46,0.96,0.46,0.48,0.90","6.11,8.07,10.25,11.94,12.74,16.60,18.07,23.48,23.76,24.48,25.13","0.98,0.26,0.57,0.52,0.86,0.92,0.93,0.50,0.44,0.56,0.48",2015,No,0.6700621919675998
COF_0415,c1cc2ccccc2n1,pts,3D,NH2,4169.302913941841,0.4454813157841248,0.4427049237324398,35.653918553242235,0.439305169459968,386.09601555097794,2.8042841232227724,1.2810051962863251,17.480814467960535,7.713908156581406,3.6933262761867898,2.5353288211732727,42.23261327987365,0.6353533958953663,0.5691323109840706,0.5309026260568657,68.22805985053402,4.866475937350742,10.028718513968377,6.467639297211703,10.409106400935158,"954.6,962.7,1010.5,1447.1,2574.6,3211.9,3437.8","0.54,0.62,0.40,0.99,0.71,0.88,0.53","1277.3,1310.1,1777.2,1972.6","0.30,0.78,0.68,0.61","13.18,14.57,18.78,24.38,27.81,32.66","0.33,0.50,0.26,0.77,0.32,0.43",2011,No,0.5152679929912869
COF_0416,c1ccncc1,bor,2D,SO3H;COOH;OH,2776.236283492543,2.5280281714680792,1.1677599419905775,35.875334442588944,0.6876903758089213,442.33139606530096,1.8418755824165385,2.0823778203720487,15.141467622690396,6.5211252428803546,3.658771547938348,2.8673998577687714,25.718976953454103,0.1700113958930442,0.3556729490810388,0.1444982368946098,58.8967151640124,4.660622326694872,13.570716467289683,7.525154013112984,15.346792028890064,"946.5,1212.1,1755.5,1932.9,3320.3","0.69,0.21,0.78,0.65,0.59","395.7,491.2,721.3,1064.2,1135.1,1228.7,1258.9,1477.1","0.65,0.45,0.28,0.92,0.68,0.76,0.57,0.81","16.13,18.86,32.02,32.15","0.89,0.22,0.27,0.82",2011,No,0.5248504189762324
COF_0417,c1ccc(cc1)O,ftw,3D,CN;NH2;NO2,796.994348908359,2.697604950494662,0.8961744900224541,37.6758414908795,0.6226028786825791,418.9689022999275,2.8122097787099527,1.084902431016332,6.101159731070055,3.3082462498276777,2.523246395700434,2.119457282412008,49.90731873278611,0.510723794113601,0.507388201191642,0.3804476729169549,60.01012710623666,6.0657239550725945,6.931681332161948,14.034643982097878,12.95782362443093,"1307.2,1716.7,2125.5,2222.7,2583.6,2654.5","0.49,0.22,0.98,0.86,0.26,0.56","454.2,543.1,574.9,1160.6,1240.4","0.81,0.46,0.40,0.79,0.79","14.65,16.18,16.96,19.16,19.68,22.58,24.47,28.03,30.11,32.91,38.53","0.89,0.53,0.63,0.98,0.23,0.56,0.71,0.21,0.68,0.24,0.89",2017,Yes,0.7856694755717415
COF_0418,c1ccc(cc1)O,ftw,3D,NH2;CF3,3623.439201905787,0.7190751730508665,0.821946334285176,6.2009058137874895,0.74625660820843,370.699685535302,1.5998826445516692,1.147694725637129,13.527172042921254,5.788460133818594,3.814594300843146,1.1046749414036336,20.73011506299628,0.7792610742066346,0.8052649037327079,0.6775792978555272,64.93777496605165,2.0108689189079376,14.202014008281257,6.62744688903247,12.221895217726695,"2075.6,2204.3,2615.8,2797.2,3260.1","0.27,0.29,0.44,0.37,0.96","486.9,792.6,966.5,1036.4,1724.8,1887.9","0.95,0.33,0.33,0.96,0.61,0.35","22.80,28.19,29.52,33.13,33.33","0.48,0.87,0.89,0.24,0.52",2011,No,0.7785058129810565
COF_0419,c1cc2ccccc2n1,ftw,3D,OH,3383.889606678101,0.9796330474403518,0.3366622363002595,32.96517663853741,0.6908269380353759,310.49013766232355,1.936135271143864,1.4992279254042935,15.659084610036842,6.610748750786903,3.581645190625405,2.6405932714609537,22.456068367420784,0.6619509312121443,0.6156606558174325,0.488201640289305,69.34607475410088,6.899904031875433,7.302328356946366,14.049969000106568,2.4017238569707473,"1524.8,1625.4,2390.7,2671.7","0.31,0.45,0.50,0.50","357.9,1026.8,1870.3,1905.4","0.92,0.76,0.67,0.42","12.92,17.81,22.53,28.11,30.91,37.99","0.91,0.90,0.56,0.40,0.38,0.23",2005,No,0.785742481628347
COF_0420,c1ccncc1,dia,3D,NH2;NO2;COOH,682.185002657798,1.6022851363385036,0.251853530991606,25.704913040538205,0.69384560379929,388.02577316054214,2.857517424298311,3.0945561352712727,6.04286272245472,1.9054201375123143,0.9788223751876438,2.4860187124134177,10.77935907472216,0.2483501481878761,0.3445250388282387,0.218806436410354,73.01429526893544,3.629952286967603,6.380415442500702,4.7320570420933015,12.243279959502942,"800.9,961.1,1967.9,3387.1","0.91,1.00,0.53,0.24","649.2,733.5,969.3,1018.7,1446.4,1581.7,1992.2","0.88,0.73,0.83,0.53,0.60,0.24,0.42","3.62,11.81,19.64,25.10,25.77,29.11","0.34,0.35,0.60,0.79,0.42,0.86",2024,Yes,0.5461795731354047
COF_0421,c1ccc(cc1)C(F)(F)F,srs,3D,CF3,2900.186126606604,1.3696968885843452,1.1983799153663364,6.395113308566982,0.4598339314469588,451.45961287440394,3.037465593315967,2.5469608356027393,13.299204278413203,5.155848086226239,3.546588780494767,1.626996214003,40.45299186186573,0.5458348230148816,0.4962659543648279,0.5361792569097473,70.29296481582053,3.288688619075098,15.112811162129828,10.400905861720831,0.904629541253712,"1520.8,1521.1,3130.2","0.21,0.35,0.69","223.5,539.2,904.2,1607.7,1668.1,1747.5,1886.4","0.77,0.37,0.42,0.33,0.35,0.23,0.89","10.02,13.00,14.41,14.45,22.70,34.82","0.91,0.73,0.97,0.21,0.25,0.60",2016,No,0.627853096326341
COF_0422,c1ccc(cc1)C(F)(F)F,sql,3D,CF3;NH2,643.1772541310222,3.4679205746317625,0.8667844714686052,19.5277517044932,0.6674287632240317,510.9648435649683,2.34113079228273,0.6515866057062257,5.9535240696116425,4.841164209578277,1.4695602769703882,1.0,36.753678246570786,0.4214529265752326,0.5018543206539856,0.3050429698808226,61.69281688927128,6.534044824183512,6.1224895267620045,2.6467992883773617,23.00384947140583,"1025.4,1343.8,1530.5,1897.9,2814.6,2992.3","0.86,0.80,0.60,0.74,0.35,0.73","500.0,847.5,979.6,1010.1,1060.7,1129.3,1699.8,1715.7,1899.0","0.51,0.62,0.22,0.25,0.68,0.90,0.59,0.33,0.29","6.95,10.69,26.50,27.26,34.71","0.77,0.95,0.95,0.64,0.60",2005,No,0.6991771485889078
COF_0423,c1ccncc1,hcb,2D,CN;F;SO3H,3656.093277321675,0.4367371282633179,0.7012140330878777,22.103229478921893,0.5773043146164459,389.41473448371386,1.4302093850098263,1.067778305006582,16.152937874435978,5.843533630868071,3.890480886874849,2.965573094038482,28.17936196713315,0.3423990770974089,0.4135510966864711,0.4390074522270352,69.87649540770265,4.805072265149661,13.582578159314847,5.724646716696139,6.011207451136698,"808.8,1433.5,1700.7,2580.6,3251.4","0.63,0.63,0.90,0.24,0.54","213.0,503.0,755.4,1442.0,1608.3,1661.6","0.62,0.61,0.70,0.39,0.21,0.56","2.57,3.55,14.51,18.06,18.73,27.24,31.20,37.13,37.66","0.54,0.67,0.42,0.41,0.74,0.68,0.33,0.91,0.74",2011,No,0.5691790848550626
COF_0424,c1ccncc1,ftw,2D,OH;CF3;CN,679.7093816533915,2.920450150160721,0.4780820530918354,25.51259816426426,0.4346781791539932,434.05005733289806,2.0194190128830565,3.292740736582813,9.972694659837265,4.547569318003027,2.4388543248982057,2.709012044326852,16.893801148298472,0.3275724557998999,0.266374360597136,0.1197975038226931,61.655221690061246,3.3340318046359045,12.131390644582783,7.45716550628793,15.422190354432132,"1788.4,2108.1,2745.6,2771.6,3095.6","0.77,0.57,0.32,0.54,0.31","241.5,709.1,795.6,1168.4,1459.0,1745.2","0.34,0.41,0.95,0.56,0.83,0.59","10.02,19.74,24.02,27.05,29.81,34.53,39.25","0.64,0.95,0.85,0.73,0.48,0.44,0.71",2010,No,0.6009373024083636
COF_0425,c1ccc(cc1)C(F)(F)F,bor,2D,SO3H,1556.320638540887,1.504086415399776,1.184887053933488,19.38070768490162,0.4609285521696685,290.82408394886824,2.589269974792657,0.7422566325220361,8.941451226683334,3.2652516491486105,2.6050437392521992,2.0456123372937007,10.62614745139521,0.6800748498574787,0.8274027075024043,0.8541347316793583,71.54729742409219,2.502318043298529,15.177457962079432,5.455754058559155,5.317172511970696,"1110.4,3234.0,3383.5","0.50,0.49,0.30","1001.3,1106.1,1137.9,1847.4,1888.1,1905.9,1979.1","0.95,0.85,0.44,0.48,0.49,0.98,0.49","7.36,13.41,13.61,35.24","0.51,0.97,0.27,0.86",2024,No,0.7439813191927334
COF_0426,c1ccccc1,pts,3D,SO3H,2294.801351300134,0.953111734203654,0.5226163029018522,35.501639865150025,0.5713236972596136,456.77795429727325,2.401602560461872,4.352476968685812,9.963458468762452,4.928107599611605,2.817469337718249,2.409668587711222,29.105953748588785,0.4906736210650191,0.5888338023315677,0.6984588720524463,68.49406873586113,3.892245506506907,7.99961184032091,13.334718964081588,6.279354953229458,"997.5,1557.8,1836.0,1936.8,2345.0,2354.2,2960.4","0.90,0.92,0.72,0.82,0.69,0.62,0.97","391.8,693.6,785.3,1509.2,1689.5","0.25,0.37,0.53,0.79,0.28","20.00,23.59,31.95","0.20,0.37,0.92",2021,No,0.3551349683258802
COF_0427,c1ccncc1,ftw,3D,F;COOH;NH2,2230.1116027393505,0.5936685427821441,0.9554820016318576,42.62753465303109,0.4667020809394877,238.06770003858813,3.0917447197515218,1.815323071414888,10.829058790659182,3.9820830653943937,2.1009416153042135,2.7570943232247527,23.16590824993926,0.5168603589221608,0.6017364865532143,0.5337893772751955,67.90611077126502,4.943063734578411,5.065082861094264,5.702159952370648,16.383582680691646,"1007.9,2178.4,2835.0,3255.5","0.78,0.93,0.71,0.74","352.1,390.9,510.7,573.4,800.4,1014.1,1100.7,1593.0,1621.6","0.61,0.57,0.99,0.67,0.46,0.92,0.45,0.42,0.60","4.85,7.22,24.67,33.88,34.91,37.65","0.68,0.61,0.33,0.30,0.65,0.24",2018,Yes,0.5354441941290143
COF_0428,c1ccc2ccccc2c1,bor,2D,SO3H;NH2,2787.69887816721,2.235918646781706,1.0271628482551298,22.533696035825596,0.5662867377172738,532.6215549814433,2.543761454037015,6.508343730307572,15.453328667374477,5.0951474006896005,4.731417927060418,3.1421271257187433,12.961021891695962,0.326622200601377,0.3771095923436432,0.2503351383103736,63.29353703989844,3.589003094392938,17.434885157786812,2.0394682486309024,13.64310645929092,"1414.4,1513.7,1875.9,2891.8,3477.6","0.24,0.95,0.56,0.74,0.75","518.1,533.5,976.9,985.8,1051.8,1130.9,1380.1,1654.3,1923.4","0.79,0.67,0.66,0.74,0.65,0.57,0.71,0.78,0.38","3.52,4.76,8.14,16.34,19.40,19.41,33.71","0.76,0.66,0.42,0.96,0.43,0.64,0.84",2015,No,0.4775422692389607
